Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,Days_Since_Release,Stream_Velocity,is_breakout,Release_Month,Virality_Ratio,Breakout_Probability
That That (prod. & feat. SUGA of BTS),PSY 9th,PSY,2022-04-29,QZEKE2084402,858,52.4,269491606.0,26075.0,16176936.0,66.0,746615342.0,"15,669,340",304900.0,324925866,2432918911.0,"300,796,672",12.0,11171.0,5.0,"37,462",16.0,"2,505,495","1,683",797357.0,0,1357,198593.66691230657,1,4,9.027809578500158,0.9927444520774198
Espresso,Espresso,Sabrina Carpenter,2024-04-11,USUM72404979,861,52.4,536986458.0,637.0,1907453.0,67.0,148269610.0,,0.0,0,0.0,,29.0,0.0,3.0,"157,807",1.0,0,0,854584.0,0,644,833829.903726708,0,4,0.0,0.0
Whos Afraid of Little O,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401037,862,52.3,166168092.0,5004.0,25607992.0,78.0,16423009.0,"244,859",0.0,815500,7202700.0,"49,401,469",38.0,366.0,4.0,"2,143,866",43.0,"2,890,486","4,515",116673.0,0,637,260860.42700156983,0,4,0.043345866646011276,0.0
THE LONELIEST,THE LONELIEST,Mne,2022-10-07,ITB002200745,865,52.2,330593989.0,54823.0,16021571.0,67.0,175561257.0,"2,216,240",296115.0,22320319,270169817.0,"224,863,549",53.0,176130.0,61.0,"1,631,239",37.0,"6,555,059","1,735",4266103.0,0,1196,276416.3787625418,0,10,0.8172254341344802,0.0
Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,2024-02-08,USUM72400409,864,52.2,89513100.0,8049.0,60410593.0,75.0,38613955.0,"433,335",0.0,14000,52800.0,"547,710,147",51.0,20.0,9.0,"1,244,194",42.0,"20,163,317","8,711",446156.0,1,707,126609.7595473833,0,2,0.0005898577907607066,0.0
Nunca Es Suficiente,Nunca Es Suficiente,Los ngeles Az,2018-04-20,MX1721600892,863,52.2,478494818.0,53736.0,20478756.0,67.0,2148970473.0,"6,055,824",43294.0,16884958,145723405.0,"43,699,996",37.0,10958.0,8.0,"55,460",10.0,"239,441,848","95,937",3116053.0,0,2827,169258.86735054827,0,4,0.3045454187038961,0.0
MANIKIN (feat. Wifisfuneral),ItWasntEnough - EP,XXXTENTACION,2023-09-08,USQX92304814,868,52.1,4306793.0,4668.0,412676.0,67.0,148269610.0,,0.0,0,0.0,,0.0,0.0,,,,0,0,38034.0,1,860,5007.898837209303,0,9,0.0,0.0
Copines,Copines,Aya Nakamura,2018-08-24,FRZ041800793,867,52.1,381322519.0,70125.0,7759068.0,67.0,793025740.0,"7,300,331",9295551.0,769130337,8503116899.0,"11,289,899",45.0,16672.0,29.0,"258,833",7.0,"549,774","2,745",5305717.0,0,2701,141178.274342836,1,8,22.29901580163689,0.9944036906906311
Thank God,Different Man,Kane Brown,2022-09-09,USRN12200041,866,52.1,157341967.0,20612.0,11359519.0,67.0,98239826.0,"752,054",213898.0,11321551,123462516.0,"366,164,170",59.0,372512.0,15.0,"398,591",46.0,"137,496,334","43,041",1100920.0,0,1224,128547.35866013072,0,9,0.7846763172556733,0.005555555555555556
TQM,TQM - Single,Fuerza Regida,2023-05-19,QZ9QQ2300371,869,51.8,497682165.0,40368.0,24948673.0,70.0,143949357.0,"729,741",236300.0,73808507,824220151.0,"65,010",48.0,1643.0,18.0,"6,780,767",19.0,"34,606,889","10,877",616368.0,1,972,512018.68827160494,1,5,1.656117512959064,0.7755143339270298
Lily,Different World,Alan Walker,2018-12-14,NOG841813040,870,51.8,403860053.0,45516.0,8731552.0,66.0,1057546150.0,"7,402,999",7210674.0,89296676,1297576376.0,"3,130,304",6.0,1552.0,1.0,310,9.0,"26,619,723","65,704",1793716.0,0,2589,155990.75048281188,1,12,3.2129356769709143,0.998047802299803
Massive,"Honestly, Nevermind",Drake,2022-06-17,USUG12204890,873,51.7,253114498.0,111173.0,20965015.0,65.0,42397563.0,"402,014",188128.0,77604432,887138394.0,"49,818,215",57.0,67376.0,14.0,"191,109",28.0,"15,938,883","134,597",2091080.0,0,1308,193512.6131498471,1,6,3.504889674455196,0.9574962893330923
a lot,i am > i was,21 Savage,2018-12-21,QZ45A1700126,872,51.7,949835159.0,219301.0,32815164.0,73.0,905118647.0,"6,526,285",55114.0,16502363,131214658.0,"180,070,256",70.0,94446.0,28.0,"160,500",30.0,"123,783,971","95,694",3759769.0,1,2582,367867.9934159566,0,12,0.13814466291182567,0.0
Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),Tainy,2019-08-22,USUM71912751,871,51.7,711861577.0,84611.0,28656289.0,69.0,1359220447.0,"4,586,141",611826.0,17295595,185706534.0,"136,934,639",133.0,12356.0,25.0,"360,047",28.0,"111,865,989","16,392",1522049.0,0,2338,304474.5838323353,0,8,0.2608745010817258,0.0
Tek Ba,Tek Baï¿½ï¿½ï¿½ï¿½ma ,Semicenk,2024-05-03,FRX452438249,875,51.6,21803486.0,1250.0,4918007.0,72.0,39172911.0,"208,885",0.0,0,0.0,"2,606,582",9.0,1655.0,3.0,"1,583,000",,0,0,90134.0,0,622,35053.836012861735,0,5,0.0,0.0
BAND4BAND,BAND4BAND (Official Video),Central Cee,2024-06-06,USSM22401074,874,51.6,86144467.0,1.0,24.0,67.0,148269610.0,,0.0,0,0.0,,0.0,0.0,,,,0,0,854584.0,1,588,146504.1955782313,0,6,0.0,0.0
Look What You Made Me Do,Look What You Made Me Do,Taylor Swift,2017-08-24,USCJY1750000,876,51.6,1152346128.0,93178.0,62880711.0,75.0,1922214505.0,"18,201,048",178524.0,67907529,563244716.0,"1,749,919,925",122.0,11382.0,43.0,"239,444",35.0,"149,366,824","295,550",5102278.0,0,3066,375846.74755381607,0,8,0.48878084615842016,0.007142857142857143
WOKE UP,WOKE UP,XG,2024-05-21,JPB602401462,877,51.5,16684393.0,1247.0,25606219.0,74.0,19177238.0,"873,736",23413.0,0,0.0,,18.0,582.0,2.0,"338,389",20.0,"30,995",102,63167.0,0,604,27623.167218543047,0,5,0.0,0.0
Toki,Toki,Casper Magico,2024-05-02,QM4TX2443609,878,51.5,13741023.0,2062.0,5740990.0,72.0,39658915.0,"635,184",0.0,0,0.0,"22,620,459",13.0,1109.0,2.0,"7,386",,"135,590",93,80807.0,0,623,22056.21669341894,0,5,0.0,0.0
Young Dumb & Broke,The RCA-List (Vol. 5),Khalid,2017-01-01,USRC11700144,881,51.4,1527159800.0,187813.0,83108168.0,76.0,1270330281.0,"8,766,754",194595.0,27581217,216666194.0,"189,783,592",172.0,31081.0,47.0,"604,640",26.0,"410,189,803","283,135",6513209.0,0,3301,462635.5043926083,0,1,0.14187526011235022,0.0
El Beneficio De La Duda,El Beneficio De La Duda,Grupo Firme,2024-05-28,USA2P2433586,880,51.4,15557247.0,446.0,37375496.0,73.0,16286691.0,"216,933",0.0,0,0.0,,9.0,48.0,5.0,"2,134,351",11.0,"489,897",651,91868.0,0,597,26059.040201005024,0,5,0.0,0.0
ALV,"Sentimiento, Elegancia y Mï¿½ï¿½s Ma",Arc,2023-11-17,QMFMF2330232,882,51.4,118490212.0,10053.0,10075643.0,72.0,158132299.0,"835,029",0.0,0,0.0,"1,207,256,080",8.0,18438.0,11.0,"1,370,299",1.0,"3,877,792","2,229",514683.0,0,790,149987.6101265823,0,11,0.0,0.0
In A Minute,In A Minute,Lil Baby,2022-04-07,USUG12200033,879,51.4,171118535.0,81407.0,13177118.0,57.0,238335324.0,"1,764,954",75540.0,21092926,191118526.0,"360,805,538",52.0,252456.0,4.0,"1,324,033",31.0,"47,511,512","12,228",1695618.0,1,1379,124088.8578680203,0,4,1.1168779868476668,0.0
Save Your Tears (with Ariana Grande) (Remix),After Hours (Deluxe),The Weeknd,2020-03-20,USUG12101839,884,51.4,1549317525.0,178149.0,71174158.0,73.0,385884628.0,"4,302,435",89958.0,59135602,426511103.0,"271,720,676",309.0,236616.0,166.0,"2,493,997",58.0,"87,260,353","20,102",3251107.0,0,2127,728405.0423131171,0,3,0.2752896651864248,0.002352941176470588
No Se Vale,un,Camilo,2024-02-07,USSD12400019,883,51.4,19388370.0,1341.0,7152408.0,67.0,19658783.0,"136,351",871174.0,22013623,441343495.0,"110,742,872",1.0,1370.0,11.0,"1,544,792",,"196,350",63,42410.0,0,708,27384.70338983051,0,2,22.76330976955207,0.0
Jerusalema (feat. Nomcebo Zikode),Jerusalem,Master KG,2019-11-29,ZA82Y1900130,885,51.3,406132477.0,110858.0,13496585.0,66.0,925222640.0,"7,714,435",790561.0,54406926,849243924.0,"33,866,411",92.0,125439.0,73.0,"3,432,383",8.0,"7,150,193","19,558",15915419.0,0,2239,181390.11924966503,1,11,2.091051491823808,0.9096080050478745
DENTRO DA HILUX,DENTRO DA HILUX - Single,Luan Pereira,2023-08-24,BCX5C2300025,888,51.2,178699480.0,14552.0,18055636.0,24.0,261753577.0,"1,458,487",0.0,339300,2800000.0,"800,291,411",12.0,2130.0,25.0,"1,406,166",7.0,757,0,121733.0,0,875,204227.97714285715,0,8,0.015668764029594467,0.0
Funk do Patinho,Funk do Patinho,Bento e Tot,2022-01-22,BX7CP2200001,887,51.2,16197748.0,1827.0,221916.0,55.0,967275295.0,"1,562,052",31500.0,2460399,40465134.0,16,0.0,0.0,,,,0,0,16249.0,0,1454,11140.129298486932,0,1,2.498194903501715,0.0
El Amor de Mi Vida,El Amor de Mi Vida,Los ngeles Az,2023-08-17,MX1722301696,886,51.2,130709283.0,12585.0,10844674.0,64.0,248099324.0,"859,237",682.0,462948,3169042.0,"353,234,264",8.0,25990.0,12.0,"476,181",28.0,"2,831,460","1,113",555880.0,0,882,148196.46598639456,0,8,0.024244964879464873,0.0
Blueberry Faygo,Certified Hitmaker,Lil Mosey,2019-11-08,USUM72001714,889,51.2,1295251940.0,197036.0,39104125.0,67.0,380793694.0,"4,733,751",1099556.0,147484414,1065757953.0,"142,871,159",121.0,133128.0,40.0,"79,824",15.0,"97,563,481","165,056",2786545.0,1,2260,573120.3274336283,1,11,0.8228190356365581,0.8438300358994099
Jiggle Jiggle,Jiggle Jiggle,Duke & Jones,2022-05-13,GBARL2201151,891,51.2,121214716.0,37436.0,6111674.0,56.0,12801028.0,"183,570",4762920.0,1378075519,14693507776.0,"1,804,738",13.0,4797.0,2.0,"2,613",10.0,"2,538,534","16,457",1772963.0,0,1343,90256.6760982874,1,5,121.21884322016773,0.9993948404445456
En la Intimidad,En la Intimidad,Big One,2023-02-01,ARP7V2200017,890,51.2,210712407.0,24033.0,7343818.0,65.0,379884934.0,"1,091,380",575300.0,54956649,793158034.0,"18,815,238",8.0,6145.0,13.0,"299,787",9.0,0,0,261474.0,0,1079,195284.8999073216,1,2,3.7641733656235377,0.9756810071424411
Counting Stars,Native (Standard),OneRepublic,2013-01-01,USUM71301306,892,51.1,2466006842.0,343135.0,114346295.0,81.0,304524339.0,"2,956,756",382991.0,125290160,1245061983.0,"149,045,425",198.0,237316.0,138.0,"1,401,001",40.0,"1,394,055,006","1,085,579",118910.0,0,4762,517851.079798404,0,1,0.5048899140463577,0.04045204378167267
Essence (feat. Tems),Essence (feat. Tems),Wizkid,2020-10-28,USRC12003059,893,51.0,242254880.0,85783.0,13563028.0,66.0,418190794.0,"2,892,075",280027.0,66345848,617402549.0,"82,045,151",216.0,404288.0,21.0,"229,656",42.0,"59,766,393","32,203",4536227.0,0,1905,127167.91601049868,0,10,2.548565983279404,0.0460021164021164
Get Into It (Yuh),Planet Her,Doja Cat,2021-06-25,USRC12101535,895,51.0,603196133.0,97704.0,24305145.0,68.0,265715680.0,"3,742,969",1300477.0,823930204,7709942104.0,"125,603,487",55.0,228888.0,17.0,"198,575",8.0,"53,920,294","27,170",2436551.0,1,1665,362279.9597597598,1,6,12.781816177886842,0.9714702471126355
RAVE,RAVE,Dxrk ,2022-03-18,QM4TX2201027,894,51.0,415552038.0,104372.0,42500205.0,71.0,281772953.0,"4,299,740",814700.0,474655469,5435575162.0,"31,543,598",32.0,282.0,6.0,"129,549",2.0,"3,358,648","7,092",2994271.0,0,1399,297035.05218012864,1,3,13.080371775049816,0.9299600582970443
No Me Conoce,No Me Conoce,Jhay Cortez,2019-02-22,USUM71900979,896,51.0,49585127.0,9710.0,1428548.0,47.0,2272109362.0,"6,577,485",12412.0,1911710,20432637.0,"315,246,980",3.0,1066.0,3.0,"29,899",20.0,"15,194,156","3,826",466976.0,0,2519,19684.44898769353,0,2,0.4120718817142108,0.0
offline,att.,Young Miko,2024-04-05,QZXD92300025,900,50.9,109149345.0,8869.0,89312461.0,82.0,21230788.0,"190,160",0.0,0,0.0,"1,050,568",41.0,2232.0,23.0,"3,065,065",34.0,"575,037",201,267702.0,1,650,167922.06923076924,0,4,0.0,0.0
TOPIA TWINS,UTOPIA,Travis Scott,2023-07-28,USSM12305013,898,50.9,196369387.0,70723.0,12274321.0,74.0,26280803.0,"447,983",47600.0,23423522,141407787.0,"3,855,807",14.0,89.0,6.0,"67,395",1.0,"638,202","1,463",310132.0,1,902,217704.4201773836,0,7,0.7201111560219355,0.0
Janze,Janze,Xamdam Sobirov,2023-07-31,RUA1D2384226,899,50.9,344691.0,77.0,5871.0,30.0,334194426.0,"866,855",154161.0,4397504,144597808.0,"62,334,320",1.0,0.0,,,,0,0,407695.0,0,899,383.41601779755285,0,7,419.4985900456059,0.0
"O Saki Saki (From ""Batla House"")","O Saki Saki (From ""Batla House"")",Neha Kakkar,2019-07-15,INS181904064,897,50.9,144985656.0,15143.0,5892217.0,57.0,1662729195.0,"8,178,016",3112998.0,41878672,462897728.0,"255,648,659",18.0,2585.0,,,3.0,0,0,717736.0,0,2376,61020.89898989899,0,7,3.19271393859325,0.0002542372881355932
Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,2018-10-05,USUM71813195,901,50.9,1269760706.0,137601.0,32384233.0,76.0,824308720.0,"4,676,578",1213771.0,33512447,573562180.0,"1,951,219,741",88.0,66461.0,55.0,"606,748",27.0,"322,220,265","104,680",9755956.0,0,2659,477533.1726212862,0,10,0.4517088746234136,0.01
Monoton,Monotonï¿½,Shakira,2022-10-19,USQX92204791,903,50.8,498744348.0,50326.0,35586221.0,67.0,306510173.0,"4,113,572",0.0,1230,38341.0,"87,435,327",78.0,78919.0,49.0,"782,647",52.0,"42,356,554","5,230",913182.0,0,1184,421236.7804054054,0,10,7.687505648309611e-05,0.0
Aku Sayang Tapi Kau Tak Paham,Aku Sayang Tapi Kau Tak Paham,DJ Boneng,2023-11-15,GXBAV2345718,902,50.8,716453.0,22.0,36989.0,1.0,12045.0,174,1800000.0,2635212,100001777.0,,0.0,0.0,,,,0,0,854584.0,0,792,904.6123737373738,0,11,139.57878244800085,0.0
Thought You Should Know,Thought You Should Know,Morgan Wallen,2022-05-06,USUG12202977,906,50.7,340227841.0,40523.0,6267614.0,73.0,137384524.0,"667,467",16626.0,4371872,28018314.0,"196,339,404",18.0,263301.0,1.0,71,13.0,"215,914,717","34,298",857184.0,1,1350,252020.6229629629,0,5,0.08235162012402265,0.0
CAIRO,CAIRO,KAROL G,2022-11-13,USUM72220925,904,50.7,443093379.0,35995.0,21160001.0,72.0,273852759.0,"1,690,512",625126.0,42735677,600184949.0,"11,558,006",58.0,52189.0,26.0,"2,263,487",36.0,"24,842,372","3,643",1174788.0,1,1159,382306.625539258,0,11,1.3545337757020879,0.01
Cupido,Cupido,TINI,2023-02-14,USHR12245118,905,50.7,358240136.0,35751.0,23674275.0,70.0,216226939.0,"844,073",827378.0,189261300,2253379250.0,"20,052,884",42.0,33335.0,33.0,"444,294",77.0,"243,118",294,556867.0,0,1066,336060.1651031895,1,2,6.2901361887319736,0.9647781538652233
Raja Ji Ke Dilwa,Raja Ji Ke Dilwa,Pawan Singh,2023-12-19,INM1Q2326022,909,50.6,4283.0,1.0,3.0,67.0,224819919.0,"1,249,285",0.0,0,0.0,"29,757,537",0.0,0.0,,,,0,0,854584.0,0,758,5.650395778364116,0,12,0.0,0.0
Out th,Lyfï¿,Yeat,2022-09-09,USUM72217063,907,50.6,338097605.0,85480.0,16509403.0,73.0,54214841.0,"680,291",47215.0,15066093,117839587.0,"18,856,089",14.0,63.0,1.0,"58,975",,"1,750,477","4,925",664273.0,1,1224,276223.533496732,0,9,0.34853718248451604,0.0
Winning Speech,Winning Speech,Karan Aujla,2024-05-16,AUBEC2438671,910,50.6,17917738.0,938.0,5754144.0,73.0,28606016.0,"488,260",0.0,0,0.0,"19,904,542",22.0,37.0,,,14.0,0,0,44138.0,0,609,29421.573070607552,0,5,0.0,0.0
Home,Home - Single,Good Neighbours,2024-01-17,GBUM72400322,911,50.6,205068203.0,19044.0,62137392.0,67.0,8916657.0,"104,172",0.0,1489700,24837700.0,"2,476,271",67.0,22019.0,36.0,"876,086",65.0,"17,230,222","2,283",606973.0,0,729,281300.6899862825,0,1,0.12111921553670017,0.0
Sobrio,Sobrio,Maluma,2021-07-08,USSD12100322,908,50.6,600199930.0,66655.0,24281295.0,64.0,743954914.0,"2,817,472",189200.0,19480120,254681143.0,"484,483,790",95.0,45992.0,26.0,"1,933,432",59.0,"41,992,168","9,863",1823474.0,0,1652,363317.1489104116,0,7,0.4243271780716016,0.0
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,USUM72308540,913,50.5,247682011.0,67166.0,13150883.0,72.0,81060467.0,"925,753",13500.0,6210382,38882669.0,"703,035",51.0,3710.0,9.0,"44,406",5.0,"665,747","2,700",1390039.0,0,958,258540.7212943633,0,6,0.15698624492762922,0.0
Praise The Lord (Da Shine) (feat. Skepta),TESTING,A$AP Rocky,2018-05-25,USRC11800930,916,50.5,1244981489.0,295646.0,48300175.0,78.0,847656575.0,"6,337,444",106923.0,60624218,650317525.0,"165,012,134",110.0,24.0,60.0,"282,248",29.0,"29,244,476","21,682",6227926.0,1,2792,445910.27542979945,0,5,0.5223511596144292,0.18115818858560792
Se Acab la Cuaren,Viva el Perreo,Jowell & Randy,2020-08-06,QM6P42086452,915,50.5,73468394.0,23284.0,4240574.0,51.0,73136867.0,"889,596",10152900.0,212959708,2985601079.0,996,11.0,4391.0,5.0,"45,642",,"12,140,646","6,751",1057655.0,1,1988,36955.93259557344,1,8,40.63789713930732,0.999541899268075
Look Back At It,Look Back At It,A Boogie Wit da Hoodie,2018-12-07,USAT21812667,912,50.5,769061748.0,136145.0,21910460.0,73.0,233288549.0,"2,397,744",202814.0,33604598,250645860.0,"39,277,808",49.0,91002.0,17.0,"25,856",15.0,"164,836,824","131,521",6255853.0,1,2596,296248.7473035439,0,12,0.3259112292685356,0.0
End of Beginning,DECIDE,Djo,2022-09-16,GBKPL2205058,918,50.5,710784872.0,64517.0,191969474.0,90.0,44322144.0,"594,352",129300.0,118218973,1027806256.0,"58,700,775",149.0,94468.0,133.0,"18,315,130",107.0,"4,025,966","5,291",3343993.0,0,1217,584046.7313064914,0,9,1.44601593962172,0.1879756416501941
K-POP,K-POP (Chopped & Screwed),Travis Scott,2023-07-18,USSM12305652,917,50.5,285481590.0,62715.0,24530922.0,68.0,40688228.0,"817,018",4427.0,3170160,129035232.0,"331,318,025",46.0,15660.0,39.0,"587,945",37.0,"4,832,444","3,721",808863.0,1,912,313028.0592105263,0,7,0.4519914280567394,0.0
favorite,favorite - EP,Isabel LaRosa,2024-03-29,USRC12400507,919,50.5,123802404.0,7364.0,40769771.0,82.0,21277734.0,"440,764",0.0,2357131,20879200.0,"126,759,586",43.0,1815.0,45.0,"394,030",44.0,"333,441",463,1040640.0,0,657,188435.92694063927,0,3,0.16864938932325266,0.0
You & Me,JENNIE Special Single [You & Me],JENNIE,2023-10-06,KRA402300041,914,50.5,183134509.0,12210.0,12194109.0,67.0,164326447.0,"3,483,743",319200.0,56468580,518880479.0,"1,663,397,140",15.0,6316.0,12.0,"265,865",29.0,"710,467",737,345892.0,0,832,220113.5925480769,0,10,2.8333298786777,0.0
Tattoo,Tattoo,Rauw Alejandro,2020-02-13,QZHN21900087,922,50.4,341742937.0,53836.0,9757013.0,58.0,1281379386.0,"7,138,308",2132748.0,73202309,650666266.0,"171,345,507",45.0,11458.0,15.0,"133,918",45.0,"6,119,993","4,186",713534.0,0,2163,157994.88534442903,1,2,1.9039640432891696,0.9489412580926593
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),So Fresh The Hits of Summer 2011 + The Best Of 2010,Shakira,2010-01-01,USSM11001353,921,50.4,829352129.0,159324.0,36048887.0,61.0,4062829308.0,"23,606,907",2250587.0,417038157,5938511405.0,"269,751,922",109.0,22773.0,96.0,"1,215,762",33.0,"129,133,941","641,400",854584.0,0,5858,141575.98651416865,1,1,7.160422202086827,0.9390775306773951
LA RANGER (feat. Myke Towers),The Academy: Segunda Misiï¿½,The Academy: Segunda Misi,2024-03-28,USWL12400690,920,50.4,79786203.0,8939.0,75931694.0,76.0,32616728.0,"216,834",0.0,0,0.0,"13,323,878",29.0,4514.0,25.0,"1,896,889",18.0,"545,735",194,236268.0,1,658,121255.62765957449,0,3,0.0,0.0
no tears left to cry,No Tears Left To Cry,Ariana Grande,2018-04-20,USUM71805289,923,50.2,1331371819.0,100503.0,36840744.0,71.0,1426855223.0,"11,706,422",698131.0,30791124,219920452.0,"1,865,455,236",143.0,180151.0,68.0,"735,006",67.0,"181,267,091","95,346",6415036.0,0,2827,470948.6448532013,0,4,0.16518334600172024,0.01
I Fck Up,I Fck Up - Single,Prince Ayaya,2023-10-28,QZTBB2395775,924,50.1,239850720.0,44.0,223.0,67.0,92839.0,"1,676",1900000.0,35297892,454838946.0,,2.0,0.0,,,,0,0,238732.0,1,810,160831.7682875264,0,10,1.896341791693009,0.01
Upside Down,Upside Down,JVKE,2020-08-18,QM24S2008283,925,50.1,121391098.0,28044.0,6194695.0,54.0,19099476.0,"465,493",10318700.0,164374946,1710758827.0,517,24.0,1790.0,5.0,"12,865",2.0,"2,403,391","3,205",1184072.0,0,1976,61432.74190283401,1,8,14.092951139687763,0.999541899268075
Crawling,Papercuts,Linkin Park,2024-04-12,USWB11201319,927,50.1,570290910.0,174.0,525584.0,67.0,148269610.0,,0.0,0,0.0,,0.0,0.0,,,,0,0,854584.0,0,643,886922.099533437,0,4,0.0,0.0
Nosso Quadro,AgroPlay Verï¿½ï¿½o V,AgroPlay,2023-02-02,BCA6L2300010,926,50.1,423018422.0,23872.0,16779061.0,63.0,361813279.0,"1,727,192",288613.0,21077364,277692228.0,"841,498,728",21.0,17320.0,31.0,"6,708,107",12.0,0,0,609133.0,0,1078,392410.41001855285,0,2,0.656454217834385,0.0
APAGA EL CEL,APAGA EL CEL - Single,FloyyMenor,2024-05-17,QZMWW2484259,929,50.0,33245898.0,2343.0,69471936.0,78.0,15755338.0,"203,277",0.0,0,0.0,"33,968,779",8.0,48.0,3.0,"821,777",17.0,"18,555",27,171732.0,1,608,54680.75328947369,0,5,0.0,0.0
Genda Phool (feat. Payal Dev),Genda Phool (feat. Payal Dev),Badshah,2020-03-26,INS172000876,930,50.0,86295058.0,7591.0,3058131.0,55.0,1022945729.0,"6,994,273",5444473.0,128000154,1953198700.0,"197,996,975",7.0,961.0,3.0,"2,467",7.0,"519,209",0,193040.0,0,2121,40686.02451673739,1,3,22.633957524729198,0.9991004345976536
Pure Cocaine,Street Gossip,Lil Baby,2018-11-30,USUG11802285,928,50.0,652559944.0,170734.0,17463888.0,74.0,317320682.0,"2,195,610",13434.0,7576223,62837382.0,"7,241,389",21.0,36.0,8.0,"35,919",6.0,"133,082,789","60,741",1456448.0,1,2603,250695.3300038417,0,11,0.09629365467719597,0.0
Espresso,Espresso,Sabrina Carpenter,2024-04-12,USUV72401318,933,49.9,536986458.0,1.0,2.0,67.0,148269610.0,,0.0,0,0.0,,0.0,0.0,,,,0,0,854584.0,1,643,835126.6842923794,0,4,0.0,0.0
Pretty Little Poison,Pretty Little Poison - Single,Warren Zeiders,2023-03-17,USWB12300190,932,49.9,142512477.0,23828.0,9380794.0,72.0,56277759.0,"436,896",100195.0,10946988,109014578.0,"727,842,762",14.0,202432.0,4.0,"177,002",18.0,"71,730,881","10,200",549127.0,0,1035,137693.2144927536,0,3,0.764947599886657,0.0
Corazn Roto - R,Corazï¿½ï¿½n Roto (Re,Brray,2023-04-07,USUM72305202,931,49.9,203212015.0,36459.0,13719365.0,67.0,178302256.0,"677,453",827700.0,24190123,359964365.0,"362,205,003",27.0,12434.0,12.0,"1,842,000",3.0,"127,732",684,836117.0,1,1014,200406.32642998028,0,4,1.771373426067482,0.0
Summer,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Calvin Harris,2014-01-01,GBARL1400296,935,49.8,1497564072.0,255037.0,105180321.0,81.0,1989930606.0,"8,740,440",1293032.0,116032171,1214191679.0,"322,680,506",225.0,55500.0,170.0,"1,740,585",36.0,"332,877,611","236,102",11380320.0,0,4397,340587.68978849216,0,1,0.8107777829950652,0.0579685434804281
Murder On My Mind,Murder On My Mind,YNW Melly,2018-06-01,QMCE31801827,934,49.8,1055558326.0,208777.0,21077896.0,72.0,952644680.0,"8,820,105",251510.0,44341738,350694950.0,"39,105,354",18.0,299.0,10.0,"8,074",,"112,050,497","360,013",2087864.0,1,2785,379015.5569120287,0,6,0.3322364487396062,0.0
You Are The Reason,You Are The Reason,Calum Scott,2017-11-17,USUM71710315,937,49.8,1042531612.0,119883.0,31204776.0,73.0,1425188874.0,"10,037,251",1513635.0,180692022,1930209423.0,"1,629,614,639",70.0,18397.0,17.0,"70,256",8.0,"292,156,274","102,664",6610744.0,0,2981,349725.46528010734,1,11,1.851463686022536,0.9903004459537881
Bad Liar,Bad Liar,Imagine Dragons,2018-11-06,USUM71816161,938,49.8,1056929910.0,134812.0,31112950.0,74.0,908433462.0,"8,291,217",1429594.0,181729752,2058078137.0,"1,802,807,851",54.0,118378.0,31.0,"384,519",12.0,"130,853,305","106,853",11123506.0,0,2627,402333.4259611725,1,11,1.9472229100345708,0.9916838898476528
